category,text
1,느그 친구가 인자 솟아오리는 콩대를 끙커 놨다고 지천을 듣고 있든디?
1,느그 한아부지가 사탕이야 머야 조만치에 담아 갖고 줄레줄레 달고 댕기셨니라.
1,느그는 어찌서 사람을 눈 아래로 깔아 보는 데끼 허고 자찌바찌허냐? (전남)
1,오늘 느그 아부지가 손님 델꼬 오신단다. 퍼뜩 장에 가가 우룽시이 좀 사가 온나.
1,이 영화는 고등학교 여학생들이 나누는 동성애를 소재로 하고 있다.
1,아직도 우리 사회에서는 동성애를 바라보는 시선이 곱지 않은 것이 사실이다.
1,동성애 성향
1,일부 젊은 세대에서 자신의 성적 정체성을 ‘이성애와 동성애 사이의 점이 지대’라고 말하는 성적 소수자들이 늘어나고 있다. 이른바 범성애가 전파되고 있는 것.
1,그는 동성애에 대해 편협된 시각을 가지고 있다.
1,너의 판단에는 동성애에 대한 잘못된 편견이 개재해 있다.
1,최근 동성애에 대한 긍정론과 부정론이 끊임없이 제기되고 있다.
1,최종 심사에 오른 작품은 동성애나 인권 문제를 다룬 문제작 3편이다.
1,군대의 형법에는 동성애를 계간으로 표현하면서 처벌 규정을 두고 있다.
1,한때 십 대 청소년들 사이에서 의사 동성애가 유행처럼 퍼지기도 하였다.
1,동성애를 비난하고 이성애만을 옹호하는 것은 시대적으로 뒤떨어진 자세이다.
1,그간 동성애라는 주제는 가끔 단편극에서 다루거나 시사 프로그램 같은 데에서만 볼 수 있었다.
1,어느 정도의 동성애 성향을 기준으로 해서 동성애자와 이성애자를 구분해야 하는지는 모호하다.
1,동성애에 대한 부정적인 시각 때문에 우리 사회에서 커밍아웃을 하는 데에는 큰 용기가 필요하다.
1,지금까지 은폐되거나 왜곡되어 왔던 동성애 문제의 여론화는 요즘 민감한 사안 중 하나로 떠올랐다.
1,충격적인 그 두 사건으로 말미암은 나의 동성애 혐오증은 오래 지속됐다.
1,교도소를 그린 OO 등 일탈적 성 행태로서 동성애를 소재로 한 연극은 종종 있었다.
1,사회에 만연한 호모포비아(동성애 혐오증) 성향으로 악의적인 아웃팅이 계속되고 있다.
1,코미디와 호러 장르를 잘 반죽한 이 영화는 군데군데에서 부풀어 오른 동성애 코드를 찾을 수 있다.
1,동성애를 다룬 OO 주말극 OO가 시청자 게시판의 동성애 반대 글을 일방적으로 삭제한다는 주장에 대해 사실이 아니라고 밝혔다.
1,청소년 보호 위원회가 동성애를 청소년 유해 매체물 심의 기준에서 제외하기로 하자 뜨거운 찬반양론이 일고 있다.
1,"세계화가 진행될수록 이슬람과 비(非)이슬람, 보수와 진보, 도시와 농촌, 동성애와 반동성애의 간극이 깊어질 것이다."
1,한 OO 이용자는 “그 미대생은 자신의 동성애 공포증을 작품이라는 명목 아래 폭압적으로 드러냈다.”라고 비판했다.
1,"대신 편부모 가족이나 무자녀 가족, 재혼 가정, 동거ㆍ동성애ㆍ공동체 가족 등 새로운 형태의 가족이 늘어나고 있다."
1,누구나 동성애나 비혼 공동체 등의 다양한 가족 구성권의 권리가 있으며 국가로부터 동등하게 보호받을 권리가 있다.
1,‘성적 소수자’를 다룬 1부에서는 서양 중세와 르네상스 시기의 동성애 문제를 통해 타자화된 소수자 문제를 분석한다.
1,"그는, 전통 사회에서는 도저히 받아들여질 수 없는 동성애 가족이라든지 재조합적인가족에 대해 긍정적인 눈으로 보고 있다."
1,그는 당의 중도 좌파적인 복지 정책을 옹호하면서도 가톨릭 신자로서 동성애와 낙태에는 반대하는 보수주의적 태도를 견지했다.
1,지금까지 우리 사회에서 음지에 버려져 있던 동성애 문제가 최근 한 연예인의 커밍아웃으로 공론의 장으로 불거져 나왔다.
1,"우리의 여중고생들은 ‘위험하고 불순한’ 동성애를 보아서도, 생각해서도 안 되며 오직 순애보적인 사랑만을 느껴야 하는 것일까?"
1,OOO 감독은 이 작품을 영화로 재구성하면서 동성애에 대해 극도로 보수적인 1950년대 미국 사회 전면에 ‘레즈비어니즘’을 내세운다.
1,"그는 동성애, 낙태, 인간 복제에 반대해 왔고, 종교 다원주의와 여성 사제 서품에도 부정적인 태도를 보여 온 보수 성향의 정통주의자다."
1,그는 지난 20년간 에이즈 보균자에게 다른 사람들을 해칠 수 있기 때문에 성행위를 해서는 안 된다고 말함으로써 동성애 공포증이라는 비난을 받았다.
1,"관음주의를 부추기는 에로 영화를 제외하고, 성과 동성애를 솔직하게 다루는 정통 영화들은 대부분 소통 부재의 현대 사회에서 처절한 몸부림을 상징하곤 한다."
1,"정치권은 OOO과 OOO을 동성애 관계로 패러디한다. 남사당패의 본디 면목은 외면한 채, 남색을 부각시켜 놓고 낄낄대는 그 저질성의 깊이를 도저히 측량할 수 없다."
1,"부부와 자녀를 근간으로 하는 전통적 가족 형태가 무너지면서 한 부모 가족과 독신 가족, 동거 가족, 미혼모 가족, 동성애 가족 등 다양한 유형의 가족이 등장하고 있다."
1,이 영화는 에이즈에 감염된 동성연애자 커플과 극우 보수주의자로 동성애를 증오했으나 에이즈에 걸린 변호사 등이 이야기 축을 이루며 교차되는 독특한 서사 구조를 갖고 있다.
1,"여전히 동성애를 비인륜적이고, 금기시해야만 하는 것이라고 생각하는 사람들이 많지만, 동성 간의 사랑도 이성 간의 사랑처럼 인정하고 받아들여야 한다는 의견도 심심치 않게 나오고 있다."
1,"저자는 독신 생활, 배우자 이외의 남성들과도 사귈 수 있는 개방 결혼, 두명의 남성과 함께 사는 삼자 결혼, 여러 명의 남녀가 함께 사는 공동생활, 동성애 등을 ‘대안적 생활 방식’으로 제시한다."
1,"막상 정면 돌파를 하자면 너덜너덜해져 상처투성이인 어두운 현실을 다뤄야 하는데 그러자니 너무 침울해지고, 측면 돌파를 하자니 단지 동성애를 흥행 코드로만 사용하는 것 아니냐는 비난을 받을 수 있다."
1,경주의 천마총에는 백마가 그려져 있었다.
1,옛사람들은 백마를 승천하는 영혼의 안내자로 믿었다고 한다.
1,그녀는 대학을 졸업할 무렵 비로소 백마 탄 왕자님이 나타나 주기를 기다리던 아득한 꿈에서 서서히 깨어나기 시작했다.
1,백마 탄 왕자.
1,백마의 기사.
1,텁석부리 장 서방의 말은 흰 갈기가 명주실처럼 고운 백마였다.
1,식민지의 토민(土民) 처녀에겐 로마군 사관이 바로 백마 탄 왕자지.
1,이튿날 신랑은 백마를 타고 신부 집으로 가서 화려한 대사를 치렀다.
1,백마는 가자고 네굽을 땅땅 치는데 임은 옥수를 부여잡고 낙루 탄식만 한다.
1,"신랑이 백마 타고 앞서고 우유선, 이봉학이가 관복 입고 사인남여 타고 뒤를 따랐다."
1,성우는 명년도 초에 주월 백마 사단 교체 병력의 일원으로 파월하라는 특명을 받았다.
1,"베레모를 쓴 공수 특전단 애들과 청룡, 비둘기와 백마 애들이 뒤섞여 수라장이 되었다."
1,백기를 꽂고 백마를 탄 왜장이 말에서 떨어져 죽었으니 이것은 확실히 적이 패할 징조다.
1,백마를 탄 전봉준을 중심으로 앞뒤로 늘어선 농민군 모습은 한층 환상적인 분위기를 자아냈다.
1,굵직한 목소리로 자신이 백마 부대장이라고 하면서 박노하 병장과 통화하고 싶다는 전화가 왔다.
1,송상현은…갑옷 입고 칼 차고 전통 메고 병부를 든 뒤에 은안백마에 올라 남문을 향하여 싸우러 나간다.
1,저 백마를 타시고 하늘을 날듯이 천하를 누비시며 광제창생의 크신 뜻을 마음껏 펴시기 바랄 뿐이옵니다.
1,門 앏희 기마 지은 白馬 엿더니.
1,해가 벌건 대낮에 느닷없이 천둥소리가 나더니 저 백마가 히힝 울며 달려와 전봉준이 앞에 멈췄다는 식이었다.
1,"백마 여덟 필이 멍에를 매인 부거가 나아가고, 뒤에는 현관에 소복에 상복을 입은 왕이 외롭게 소련(素輦)을 타고…."
1,십칠 일 밤에 큰비가 폭주하여 의주의 백마산성 사이에 경의 철도가 열 군데나 파상이 된 고로 기차가 불통하다가….
1,굳게 닫혔던 산성 문이 활짝 열리면서 여장군 한 사람이 백마에 높이 앉아 청룡도를 휘두르고 수천 기병을 몰아 나온다.
1,연을 가운데로 두고 큰 머리에 흑공단 검은 모자를 쓴 꽃 같은 궁녀들 수십 명은 백마를 타고 앞뒤로 연을 옹위해 나갔다.
1,"청, 홍 양단 치맛감을 끊어서 함에 담아서 봉치 치행을 보낸 뒤에, 이튿날 신랑은 백마를 타고 신부 집으로 가서 화려한 대사를 치렀다."
1,압픠는 蒙古요 뒤헤 可達이 白馬 탄 眞達이는 사슈리살 고.
1,城ㄱ 西門 밧긔 白馬寺ㅣ라  뎔 이르샤 두 쥬 살에 시고.
1,"사주단자를 서로 맞바꾸고 택일을 한 뒤에 연길 단자를 보내고, 청홍 양단 치맛감을 끊어서 함에 담아서 봉치 치행을 보낸 뒤에 이튿날 신랑은 백마를 타고 신부 집으로 가서 화려한 대사를 치렀다."
1,백마는 바람을 가르며 쏜살같이 달렸다.
1,백마 탄 기사를 꿈꾸는 일은 이제 그만두렴.
1,백마는 하얀 갈기를 너불거리며 초원을 달렸다.
1,승자와 패자가 백마의 목을 베어 서로 화평을 맹세했다.
1,옛사람들은 백마를 승천하는 영혼의 안내자라고 믿었다.
1,옛사람들은 백마를 승천하는 영혼의 안내자로 믿어 왔다.
1,이번 작전에서 우리는 반드시 백마 고지를 탈환해야 한다.
1,백마는 말발굽 소리를 요란하게 내면서 북쪽으로 힘차게 달렸다.
1,번쩍이는 투구를 쓴 적장이 백마를 타고 장검을 휘두르며 성으로 돌진해 오고 있었다.
1,유목민들은 신을 인격화한 대상으로 나타낼 때에 백마를 선택하는 경향이 있다고 한다.
1,독수리 깃털로 장식한 관을 쓰고 백마를 탄 인디언 추장이 부하들을 거느리고 위용도 당당하게 나타났다.
1,백마의 바로 왼쪽 말은 좌구보로 힘차게 달리고 있다.
1,하얀 두루마기에 흰 두건을 쓰고 눈같이 하얀 백마를 탄 전봉준이 모습은 언제 보아도 신비로웠다.
1,백마 탄 기사.
1,"백마 여덟 필이 멍에를 매인 부거가 나아가고, 뒤에는 현관에 소복에 상복을 입은 왕이 외롭게 소련(素輦)을 타고…."
1,최후의 경우를 생각하고 아버지와 똑같은 옷차림을 한 뒤에 급히 백마를 구하여 타고 조중봉의 뒤를 떠나지 않는다.
1,신데렐라 OOO을 사랑하는 백마 탄 왕자 ‘재혁’ 역의 OOO는 “주목받는 드라마류가 아니더라도 사랑받기 위해 열심히 하겠다.”라며 각오를 다졌다.
1,그녀는 아름다운 외모를 지니고 있지만 속으로 백마 탄 왕자를 애타게 기다리는 내숭덩어리에 못하는 무술이 없고 못 먹는 음식이 없는 엽기적 여자다.
1,"특히 장미, 국화, 백합 등 대일 주력 수출 품목뿐 아니라 고부가 가치 상품인 ‘매직 플라워’, 최근 일본 현지 도ㆍ소매상으로부터 우수성을 인정받고 있는 국산 신품종 국화 ‘백마’, 신규 유망 품목인 ‘칼라’ 등을 선보임으로써 화훼 수출 확대에 박차를 가할 계획이다."
1,흐컨 말의 넙덕지나 백마에 히프짝이나.
1,"그러고는 조반을 떡 먹고는 저 보릿대 배눌 뒤에 가서 뜨뜻허니 앉어서 이빨만 쏘삭쏘삭험서 이 올 때 되아 가니까 올 때 되아 가는디, 대처 정오시가 딱 된게 그 호피도동에다 흐건 백마를 타고 그냥 덜렁덜렁 오거든. 0"
1,‘김’이라는 멀쩡한 성을 양키들은 혀가 잘 안 돌아가 ‘킴’이라고 부르는 것이다.
1,아이들까지 혀 꼬부라진 소리를 한두 마디씩 지껄이며 양키만 보면 팔때기를 걷어붙이고 이상한 흉내를 냈다.
1,뒷집 아저씨는 말만 상이군인이지 양키 부대의 이발쟁이로 굴러먹다가 양키 총에 맞아 다리를 다친 것이다.
1,어리석은 양키들이 버릇을 못되게 들여 놓았다고 생각했다.
1,양키들과의 거래 덕분에 그만한 정도의 달러는 생기게 마련이었다.
1,OO이 국내 기업으로는 처음으로 오는 26일 미국의 채권 시장에서 약 3억 달러의 양키 본드를 발행한다.
1,"OO은 지난 2005년 3월 사무라이 채권을 발행하며 해외 자금 조달에 처음 성공한 이후, 2008년 20억 링깃 규모의 말레이시아 채권, 2009년 5억 달러어치 양키 본드를 잇달아 발행했다."
1,"‘종이를 줏어 와라(주워 오너라)’, ‘부끄(부끄럽다)’는 그래도 덜한데, ……‘임마’, ‘자식’, ‘빡시다’, ‘싸가지 없다’ 등 더는 그 프로그램을 볼 수가 없을 지경이었다."
1,"“내 말 안 들리나, 임마!” 그제야 송영달이 고개를 들어 사나이를 노려보며 뇌까렸다."
1,"프로 야구에서 가장 임팩트 있는 응원 구호 중 하나가 OO의 ‘마’다. 상대 투수가 견제구를 던질 때 등장하는 야유성 구호인데, ‘임마’를 경상도 사투리로 줄인 말이다."
1,너 임마 깐닥하면 죽을뻔 힜어.
1,긍게 일로 와서 한번 봐바 임마!
1,"“우리가 비지나 얻어먹으러 가냐, 임마! 우리덜은 시방 심바람 가잖여?”"
1,"임마, 으떠코 된 셈판인가를 귀뜸혀 주어야제 고냥 내처 달아나면 으떡허겄단 거여."
1,"긍게 임마 영감님네께서 저리 오뉴월 땡볕에 보타진, 긍게 오갈든 논바닥맹이, 안 그시냐!"
1,"임마, 어르신들께서 거시기로 밤송이를 까라시면 아새끼는 찍소리말고 후딱 거시기부텀 끄내들고 봐야지."
1,기독교인들은 ‘개독’이나 ‘개독교’ 혹은 ‘먹사(목사)’라는 표현에 분노하지 말고 그들이 말하는 내용을 검토해 볼 필요가 있다.
1,"제군들, 각자의 관향이나 고향, 혹은 시방 살고 있는 주거지의 내력과 설화를 조사해 보도록 하라."
1,"베짱이와 여치, 철써기와 귀뚜리들의 울음이 한데 어우러져 한바탕 자지러지면서 시방도 고개턱 하나를 또 넘어서는 중이다."
1,나는 시방 돈이라고는 천 원밖에 없어.
1,내가 시방 시장하니 어디 좀 들어가 앉읍시다.
1,상평통보는 시방은 사용하지 않는 옛날 돈이다.
1,그렇다면 시방부터 여기서 나하고 같이 공부를 하기로 합시다.
1,"진리는 모든 방향에 살아 있으며 상하좌우, 동서남북, 시방 전체에 가득차 있는 것이다."
1,그가 시방도 있는가?
1,"음마, 너 시방 뭣허냐?"
1,이 애가 시방 입심 겨룸을 하재나!
1,시방 봉께 영축없는 상거지꼴이여.
1,"옳제, 시방 헌 말이 바로 그 말이시."
1,시방도 탑 쏳다가 만 흔적이 있어라.
1,그렇게만 되는 날이면 시방 받는 월급은 그 유가 아니야!
1,시방 이 중년에 대가 다 죽어 뿔었네.
1,아가 시방 탈게히서 다 죽게 생깄네.
1,시방이모 금남면엔 쭉지미 철이다.(경남)
1,거기가 시방 애들 본보고 말장난이나 하며 시시댈 나이인가?
1,시방 야쟁이 일은 심이 없어서 못해라우.
1,시방 때가 어느 땐디 흥성망성허고 있냐?
1,시방도 꽤 큰 집이지요마는 증왕에는 좀 더 성대하였던 듯하여….
1,셋채큰아부지는 시방 몸이 많이 핀찬허시요.
1,시방 조르라니 나 있는 이 발자죽은 누 것이여?
1,사람의 하던 근행은 폐했을망정 하늘이 맡은 지공은 시방도 예와 같아서….
1,시방 어무이와 아부지가 한꺼이 집이 지겠제라우.
1,배창시가 터져 불라 그런가 시방 아파 죽겄소.(전남)
1,이렇듯 숙숙한 가락을 연주하여 내나니 시방 까마득히 천지를 소요할 신운이여.
1,시방 제대로 이름자 달고 있는 세목도 내장산 몽구리한테 족징을 물릴 형편이구먼.
1,저놈이 시방도 농판이 같은 짓을 허고 댕인단 말이여.
1,셋째중부께서는 돌아가신 지 시방 한 오년 되야요.
1,필경 화룡은 쫓겨 가고 사자는 시방까지 당년의 승리를 자랑하고 있다는 사설입니다.
1,정 주사는 시방 속으로는 희한하고도 굴져서 입이 저절로 흐물흐물 못 견딜 지경이다.
1,대크나! 시방 잘허고 있응게 걱정 안 혀도 되겄구먼.(전북)
1,"시방까지 보던 계류(溪流)를 총히 요나한 처녀라 하면, 여기 이것은 분명히 늠름한 장부이며…."
1,정말 초봉이는 시방도 저 너머 둔뱀이 우리 집에 있다. 맨 먼저 일어나서 시방 몽당빗자루로 토방을 쓴다.
1,내거 시방 막 상횟집 갈라구 하든 챔인데 니 딱 알맞초 왔다.
1,모래미같은 민물고기란 것은 시방은 누가 잘 먹도 안해.(전남)
1,시방 어고가 텅텅 비어서 앞뒤 돌볼 겨를도 없는 판국에 일을 벌이시면 상고들이 모두 달아납니다.
1,돌아와서 시방 한숨을 들이고 있는 것인가. 그렇지만 숨을 돌려 가지고 또 무슨 짓을 펼는지 모르지.
1,"시방 우리한테 특별히 젊은이들한테 절절하게 필요한 것은, 굴치 않고 싸워 내는 꿋꿋한 정신입니다."
1,남편은 이 산상에다가 축성하려 하고 아내는 시방 성 있는 곳에 쌓는 것이 옳다 하여 상지가 되다가….
1,가산 늘리기에 이골이 난 윤 직원 영감이건만 십 년 전에도 만석 십 년 후 시방도 만석……그렇습니다그려.
1,니가 시방 앞디 분간도 못험시롱 도시고 있는 거이 얼척도 없다야.
1,나도 한때는 걱실걱실히 일 잘하고 얼굴 예쁜 계집애인 줄 알았더니 시방 보니까 그 눈깔이 꼭 여우 새끼 같다.
1,시방도 우리 시엄씨맹이로 대리미질을 잘허는 사람은 보덜 못헌당께.
1,고놈의 가짠내 말을 고러코롬 철썩같이 믿고 시방 나를 의심하는 것이제?
1,시방 부모가 너무 오냐오냐하고 키운께네 아들 버러쟁이가 저렇기 없지.
1,시방으느 기름우 얻자구 해자부리두 많이 싱구오.(함북)
1,풍어제 음식에 간을 해불믄 시방 뱃용신헌티 책잽히자는 거이여?
1,취대하여 준 지 십팔 삭에 병본리하야 천 냥은 제하고….
1,십팔 세가 되던 해 그는 고을 사또의 추천을 받고 과장에 나갔다.
1,십팔 세가 되던 해 그는 고을 사또의 추천을 받고 과장(科場)에 나갔다.
1,나는 이 십팔 가구의 젊은 여인네 얼굴들을 거반 다 기억하고 있었다.
1,천여 명 중의 육백 명이 초시에 뽑히고 초시 육백 명 중의 십팔 명이 전시에 뽑히었었다.
1,서울은 이십만 인구의 도회로서 무직업한 빈민이 십팔만이라는 말은 신문 기사를 보고 알았지마는….
1,순흥군 서남방으로 오십 리가량 되는 인비 동에서 의병 십팔 명이…헌병 보조원 오 명으로 더불어 접전하였다.
1,십팔구 세의 청년들이 포함된 민병대는 침투해 온 가상의 적을 발견하고 신속히 자체 방어력으로 저지하기 위해 민첩하게 집결했다.
1,엿새 동안 새로운 구상을 마친 이순신 장군은 이 월 십팔 일 거북 배가 앞을 서고 모든 판목선이 뒤를 따라 다시 대양 밖으로 물결을 박차고 나가는 것이었다.
1,광무 팔 년 칠 월 십팔 일부터 본 신보를 초초히 창간하여 팔구 삭을 경과하다가 기계와 주자가 미비하고 경비가 군급하여 이백여 호를 발행하고 정지하였더니….
1,십팔 세기를 지나 십구 세기에 접어들면서 ‘모든 인간은 평등하다’는 사상이 시대적 조류로 등장하였다.
1,방년 십팔 세.
1,"그들이 그때 당한 불행들은 거의 한 찰나에 당한 일들이다. 십 분의 일초, 십팔 분의 일초가 그들을 평생 동안 거울 앞에 서기를 두렵게 만든 것이다."
1,무슨 놈의 팔자가 이 모양이냐.
1,손자 놈이 벌써 학교에 들어갔네.
1,김 씨네 돼지처럼 큰 놈은 처음 본다.
1,그런 나쁜 놈들하고는 상종하지 마라.
1,놈들은 대포와 기관포를 가지고 있었다.
1,우리는 목을 지키고 있다가 놈들을 덮쳤다.
1,내 친구 놈 중에 의사가 있는데 소개해 줄까?
1,여자는 하나도 없고 시커먼 놈들만 앉아 있다.
1,저기 운동장에서 놀고 있는 놈이 제 아들입니다.
1,"솥에 고구마를 삶아 놓았으니, 큰 놈으로 골라 먹어라."
1,차가 끽 허고 서는 놈에 물을 다 쏟아 불었네. (전남)
1,놈이 우리를 추격해 오고 있다.
1,고등어 큰 놈으로 하나 주세요.
1,웬 놈의 세금이 이리도 많으냐?
1,이번에는 좀 굵직한 놈으로 골라라.
1,그 망할 놈의 인간은 왜 죽지도 않는대?
1,후배 놈이 그만 사고를 치고 말았습니다.
1,내 친구 놈이 우리집 근처로 이사를 왔다네.
1,내 친구 중에는 거짓말을 밥 먹듯이 하는 놈이 있다.
1,저기 놀이터에서 놀고 있는 놈이 제 둘째 아이입니다.
1,쥐뿔도 없는 놈 주제에 우리 딸을 넘보다니 어림도 없다.
1,놈이 꽁무니를 빼고 도망치는 꼴을 보니 속이 다 후련하다.
1,아침부터 실없는 농담이나 하다니 별 우스운 놈을 다 보겠네.
1,대문 앞을 웬 놈이 어슬렁거리길래 누구냐고 물었더니 얼른 도망가더라고.
1,웬 놈의 비가 이렇게 온담?
1,저런 무식한 놈들 좀 보게나.
1,웬 놈의 날씨가 왜 이리 추워.
1,무슨 놈의 회비가 그렇게 많아?
1,무슨 놈의 팔자가 이 모양이냐.
1,참외 큰 놈으로 다섯 개 주세요.
1,손자 놈이 벌써 학교에 들어갔네.
1,놈들이 우리를 추격해 오고 있다.
1,저렇게 겁 없는 놈들은 조심해야 돼.
1,놈들을 한 명도 놓치지 말고 잡아라.
1,김 씨네 돼지처럼 큰 놈은 처음 본다.
1,그런 나쁜 놈들하고는 상종하지 마라.
1,술 취한 놈하고는 상대해서는 안 된다.
1,놈들은 대포와 기관포를 가지고 있었다.
1,쓸 만한 놈입니다. 이 말 한번 타 보시죠.
1,후배 놈들이 집에 한번 놀러 온다고 하네.
1,우리는 목을 지키고 있다가 놈들을 덮쳤다.
1,내 친구 놈 중에 의사가 있는데 소개해 줄까?
1,여자는 하나도 없고 시커먼 놈들만 앉아 있다.
1,저기 운동장에서 놀고 있는 놈이 제 아들입니다.
1,"솥에 고구마를 삶아 놓았으니, 큰 놈으로 골라 먹어라."
1,"“얘기를 해보셨다면 아, 알겠지만 천성은 착한 놈입니다.”"
1,“호랑이란 놈이 참으로 기운이 얼마나 세기에 그렇게 무서울까?”
1,“제 어른보다도 나을 거요. 나이는 이제 열일곱 살이라지만 놈이 아주 제법이에요.”
1,"도대체 어떻게 생긴 놈이 태어날 것인가. 아들일까, 딸일까? 참 신기한 생각이 들었다."
1,중국 연변의 조선족 자치주.
1,"우리 며느리는 조선족으로, 고향이 연변이다."
1,우리 회사는 중국 현지 공장의 직원을 대부분 조선족으로 고용했다.
1,정수는 조선족이기 때문에 한국 관광객들의 중국 여행 가이드를 도맡아 한다.
1,중국 옌볜의 조선족 자치주.
1,중국의 조선족 록 가수 최건에 관한 다큐멘터리 드라마 “북경 녀석들”과 러시아의 한국계 록 가수 빅토르 최 주연작 “이글라”도 출품됐다.
1,고구려 옛 땅을 되찾고자 세운 발해는 처음에 그들의 구국인 돈화(중국 길림성 연변 조선족 자치주에 속하는 도시의 이름)와 목단강 유역에서 두만강 하류 일대까지….
1,"매년 어린이날을 전후해 어린이 환자를 위한 무료 공연을 갖고 있는 그는 이번에 중국 기예단의 유일한 조선족 왕초 이 씨와 함께 출연, 2시간 동안 투병 생활에 지친 아이들과 부모들을 위로하는 자리를 마련했다."
1,요즘 중국에 사는 한국인들 사이에 ‘신선족(新鮮族)’이란 우스갯소리가 나돌곤 한다. 말 그대로라면 ‘최신 유행을 따라 사는 젊은이들’쯤 될 것 같지만 전혀 아니다. ‘새로운 조선족’이란 말로 중국에서 오래 산 주재원이나 가족을 일컫는 신조어다.
1,중국 조선족의 한글 문학을 집대성한 책이 간행되었다.
1,중국 정부는 지린 성(吉林省) 내에서 조선족의 자치를 허용하였다.
1,도문에 위치한 두만강 변 유원지는 연변 조선족들이 즐겨 찾는 신혼여행지이다.
1,중국 조선족들은 처음 중국에 천입했을 때부터 땅을 기본으로 논농사만 지어 왔다.
1,중국 정부의 소수 민족 정책에 의하여 조선족은 민족어 보급과 교육에 힘써왔습니다.
1,올해 학술 대회에서 연변의 조선족 여성에 대한 학술적 분석이 국내에서 처음으로 발표되었다.
1,어느 조선족 학자의 연구 논문을 국내의 한 출판사에서 간행하기로 했다는 소식을 나도 들은 것 같다.
1,"일제는 만주에 괴뢰국을 세우면서 만주에 거주하는 만주족, 몽고족, 백계 러시아족, 일본족, 조선족 등 다섯 민족의 협력 체제를 구성하려고 했다."
1,중국 베이징에서 만난 조선족 OOO(27) 씨는 한국 드라마광이었다.
1,조선족 ‘상모춤’과 ‘민간 이야기’가 최근 중국 국가급 비물질 문화유산에 등재됐다.
1,실제 조선족 동포가 많이 일하는 건설 업종은 인력 고령화와 수급난이 이미 심각한 수준이다.
1,농어촌 노총각들과 결혼하는 필리핀 여성의 수가 중국 조선족을 따라잡을 정도로 급증하고 있다.
1,"한 탈북자는 “한인도, 조선족도, 동료 탈북자도 다 고발꾼 같다. 믿을 것은 나밖에 없다.”라고 말했다."
1,조선족들이 중국의 대도시와 한국 서울로 일자리를 찾아 떠나면서 지역의 가장 큰 문제는 가족 해체 현상이다.
1,"한중 교류전에는 중국 선양시의 조선족 문화 예술 협회와 춘천 예총 회원들의 미술, 사진 작품 80점이 전시된다."
1,이와 함께 북한을 다녀온 조선족 상인이나 탈북자의 이야기를 통해 탈북 난민의 경제적 의식과 동기도 들어 본다.
1,이는 조선족들에 대해 2007년 3월 4일부터 방문 취업제가 시행되면서 이전보다 자유롭게 들어올 수 있었기 때문이다.
1,일제 강점기에 만주로 강제 이주당한 동포들의 한 맺힌 60년사를 묘사한 실화 소설이 한 조선족 여류 작가에 의해 출간됐다.
1,중국 조선족 최대 집거지인 지린성 연변 조선족 자치주 훈춘집거-지왕칭 일대에서 8일 밤 발생한 지진 피해는 거의 없는 것으로 알려졌다.
1,지난 10월 입국해 이 병원에서 심장병 수술을 받은 조선족 어린이들이 OOOO의 주선으로 중국에 있는 가족들과 화상 통화를 했다.
1,"현재 한국에 체류하는 40만 5,000여 명의 중국 조선족 가운데 친척 방문으로 입국 체류 중인 연고 동포가 15만 3,000여 명으로 38%를 차지한다."
1,경찰 조사 결과 O 씨는 금융 기관으로부터 의심을 받지 않기 위해 아버지와 연령대가 비슷한 조선족 남성을 내세워 대리 대출을 한 것으로 드러났다.
1,"미국, 일본, 러시아 등의 교포에 대해서는 모두 재미, 재일, 재러 교포라 하면서 유독 중국 동포에 대해서만 재중 동포라 하지 않고 조선족이라 한다."
1,경찰은 O 씨가 중국을 드나들며 알게 된 조선족 동포에게 선불로 2000여 만 원을 주고 화물 택배를 통해 가짜 비아그라 등을 건네받았다고 말했다.
1,외국 국적 동포를 위한 방문 취업제 시행에 따라 한국에 취업했던 조선족들이 기한 만료로 내년부터 귀국하게 되면서 중국의 조선족 사회가 후유증을 우려하고 있다.
1,압록강이 시작되는 백두산 기슭에 자리 잡은 이도 강촌은 일제 강점기 목재를 수탈하기 위해 만들어진 조선족 마을로 뗏목꾼과 벌목꾼의 후예가 살고 있다.
1,조선족들이 한국을 보는 시각은 이제 92년 한중 수교 초기의 혈연적인 민족 감정 단계에서 이해와 갈등기를 거쳐 교류와 협력의 경제적 관계로 정립된 느낌이다.
1,"조선족은 갖은 각고 끝에 동삼성에서 벼농사를 경작하는 데 성공했으며, 사과와 배를 개발하기도 하였다. 오늘날에도 많은 조선족은 농사에 종사하면서 중국의 농업 발전에 공헌하고 있다."
1,"특히 농촌 지역을 위주로 한 조선족 인구 감소의 가장 큰 원인은 조선족의 가치 관념이 아이를 나아 기르는 것에서 경제적, 사회적 성취를 추구하는 쪽으로 기울어지고 있기 때문인 것으로 지적됐다."
1,한동안 기아에 허덕이는 탈북 난민들을 받아들이는 조선족 동포들이 있었으나 지금은 탈북 난민을 도와준 사실이 발각되면 거액의 벌금이 부과되고 형사 처벌을 받기 때문에 조선족의 지원도 끊겼다.
1,"이와 함께 중국 국적의 조선족이 귀화ㆍ국적 회복 등을 원인으로 호적 신고를 하는 경우, 인명 기재는 원지음에 따른 표기 원칙의 예외를 인정, 일정한 요건하에서 한국식 발음에 의한 한글로 표기할 수 있도록 했다."
